Hillary,Trump,total,county_name,state_abbreviation
3999,5742,9867,Scott County,MS
1290,619,1926,Sharkey County,MS
3871,7393,11416,Simpson County,MS
1598,5877,7556,Smith County,MS
1400,4810,6368,Stone County,MS
6560,2768,9406,Sunflower County,MS
3337,2462,5870,Tallahatchie County,MS
3804,7385,11389,Tate County,MS
1808,7182,9143,Tippah County,MS
990,7117,8310,Tishomingo County,MS
2577,840,3463,Tunica County,MS
1969,9161,11374,Union County,MS
2475,3374,5909,Walthall County,MS
8518,9420,18287,Warren County,MS
9847,4541,14571,Washington County,MS
3493,5957,9534,Wayne County,MS
1001,3949,5024,Webster County,MS
2826,1305,4174,Wilkinson County,MS
3778,4874,8771,Winston County,MS
2574,3366,6058,Yalobusha County,MS
5221,4568,9892,Yazoo County,MS
1115,3243,4676,Beaverhead County,MT
2061,1833,4148,Big Horn County,MT
1187,1259,2621,Blaine County,MT
566,2329,3097,Broadwater County,MT
1824,3729,5923,Carbon County,MT
70,677,777,Carter County,MT
12053,19343,33791,Cascade County,MT
729,1676,2571,Chouteau County,MT
1172,3638,5145,Custer County,MT
167,729,952,Daniels County,MT
786,3298,4297,Dawson County,MT
2018,1736,4099,Deer Lodge County,MT
154,1276,1474,Fallon County,MT
1196,4235,5782,Fergus County,MT
13233,30079,46144,Flathead County,MT
23879,23360,52169,Gallatin County,MT
34,653,715,Garfield County,MT
3076,1598,4969,Glacier County,MT
71,365,468,Golden Valley County,MT
469,1185,1762,Granite County,MT
2350,3446,6347,Hill County,MT
1975,4099,6535,Jefferson County,MT
232,867,1189,Judith Basin County,MT
4703,7453,12898,Lake County,MT
14331,16665,33697,Lewis and Clark County,MT
205,695,949,Liberty County,MT
2040,6720,9250,Lincoln County,MT
1175,3280,4708,Madison County,MT
154,858,1056,McCone County,MT
191,728,970,Meagher County,MT
515,1322,1974,Mineral County,MT
30740,21699,57271,Missoula County,MT
331,1961,2404,Musselshell County,MT
3521,4872,9056,Park County,MT
30,276,319,Petroleum County,MT
315,1715,2147,Phillips County,MT
737,1786,2692,Pondera County,MT
127,880,1047,Powder River County,MT
549,2017,2768,Powell County,MT
100,555,686,Prairie County,MT
6166,14673,22063,Ravalli County,MT
669,3885,4812,Richland County,MT
1504,1722,3486,Roosevelt County,MT
969,2211,3357,Rosebud County,MT
1211,4268,5871,Sanders County,MT
476,1237,1825,Sheridan County,MT
8545,6252,16122,Silver Bow County,MT
904,3630,4816,Stillwater County,MT
398,1580,2077,Sweet Grass County,MT
803,2152,3143,Teton County,MT
399,1495,2018,Toole County,MT
59,350,441,Treasure County,MT
886,2697,3860,Valley County,MT
179,698,932,Wheatland County,MT
55,460,533,Wibaux County,MT
21117,38675,64675,Yellowstone County,MT
29268,38235,69264,Alamance County,NC
3750,13826,18011,Alexander County,NC
1300,3789,5214,Alleghany County,NC
5785,4480,10394,Anson County,NC
3476,9353,13160,Ashe County,NC
1670,6226,8060,Avery County,NC
8699,14478,23599,Beaufort County,NC
5837,3476,9380,Bertie County,NC
7021,8511,15743,Bladen County,NC
23117,42440,67255,Brunswick County,NC
74937,55339,134507,Buncombe County,NC
10930,25741,37638,Burke County,NC
35048,53224,91002,Cabarrus County,NC
8403,26499,35747,Caldwell County,NC
1266,3527,4939,Camden County,NC
9806,26228,36919,Carteret County,NC
4549,5758,10515,Caswell County,NC
21050,48062,71065,Catawba County,NC
20953,17012,39080,Chatham County,NC
2809,10711,13860,Cherokee County,NC
2965,3983,7108,Chowan County,NC
1352,4395,5885,Clay County,NC
14896,28394,44137,Cleveland County,NC
8991,14177,23472,Columbus County,NC
17481,27556,46231,Craven County,NC
70523,50593,124402,Cumberland County,NC
2879,9070,12423,Currituck County,NC
7079,11283,19009,Dare County,NC
17328,52870,72013,Davidson County,NC
5228,15502,21350,Davie County,NC
8196,12151,20601,Duplin County,NC
118783,27879,150543,Durham County,NC
16152,8219,24653,Edgecombe County,NC
92488,74793,172509,Forsyth County,NC
12811,16320,29902,Franklin County,NC
30982,61467,94872,Gaston County,NC
2371,2851,5328,Gates County,NC
761,3260,4094,Graham County,NC
12827,13500,26920,Granville County,NC
3570,4358,8013,Greene County,NC
147949,97461,252087,Guilford County,NC
15642,8954,24881,Halifax County,NC
16452,27278,44955,Harnett County,NC
10414,18844,30156,Haywood County,NC
19664,35535,56810,Henderson County,NC
6886,3081,10100,Hertford County,NC
9608,7676,17847,Hoke County,NC
956,1275,2273,Hyde County,NC
24441,54164,80727,Iredell County,NC
7564,9706,18004,Jackson County,NC
28153,54082,84553,Johnston County,NC
2041,2941,5039,Jones County,NC
10380,13625,24676,Lee County,NC
11752,13354,25500,Lenoir County,NC
9836,28653,39449,Lincoln County,NC
4841,12035,17336,Macon County,NC
3899,6735,10966,Madison County,NC
5814,5874,11852,Martin County,NC
4645,14517,19557,McDowell County,NC
292258,154303,461834,Mecklenburg County,NC
1585,6225,7948,Mitchell County,NC
4108,7070,11449,Montgomery County,NC
16148,30273,47746,Moore County,NC
23024,23142,46903,Nash County,NC
50219,54665,108737,New Hanover County,NC
6113,3556,9761,Northampton County,NC
17156,36342,55364,Onslow County,NC
59105,18373,79830,Orange County,NC
2427,4225,6772,Pamlico County,NC
8455,8082,16964,Pasquotank County,NC
9086,17317,27072,Pender County,NC
2291,4143,6595,Perquimans County,NC
7772,11116,19303,Person County,NC
40967,35191,78264,Pitt County,NC
3715,6738,10723,Polk County,NC
13074,49156,63615,Randolph County,NC
8290,10199,18813,Richmond County,NC
18377,20294,39454,Robeson County,NC
14057,26463,41374,Rockingham County,NC
19208,42388,63078,Rowan County,NC
7451,21694,29764,Rutherford County,NC
10486,14761,25638,Sampson County,NC
7279,6212,13743,Scotland County,NC
7008,21788,29451,Stanly County,NC
4645,16976,22182,Stokes County,NC
7438,23495,31663,Surry County,NC
2186,3557,5982,Swain County,NC
6520,10441,17440,Transylvania County,NC
705,968,1700,Tyrrell County,NC
34051,66265,103596,Union County,NC
12168,7304,19762,Vance County,NC
298353,193607,510940,Wake County,NC
6668,3302,10123,Warren County,NC
3490,2560,6115,Washington County,NC
13953,13521,28769,Watauga County,NC
21520,27360,49824,Wayne County,NC
6596,23613,30844,Wilkes County,NC
19527,17410,37593,Wilson County,NC
3140,13815,17350,Yadkin County,NC
3181,6367,9808,Yancey County,NC
216,904,1206,Adams County,ND
1597,3156,5253,Barnes County,ND
842,927,1940,Benson County,ND
58,492,592,Billings County,ND
734,2482,3437,Bottineau County,ND
227,1445,1769,Bowman County,ND
118,879,1031,Burke County,ND
10865,32499,46874,Burleigh County,ND
31291,39738,78807,Cass County,ND
476,1356,1969,Cavalier County,ND
551,1656,2372,Dickey County,ND
243,860,1187,Divide County,ND
356,1753,2199,Dunn County,ND
354,790,1219,Eddy County,ND
215,1672,1959,Emmons County,ND
346,1237,1699,Foster County,ND
99,793,942,Golden Valley County,ND
10828,16325,29711,Grand Forks County,ND
187,1098,1361,Grant County,ND
298,847,1247,Griggs County,ND
168,1032,1261,Hettinger County,ND
179,1106,1358,Kidder County,ND
500,1475,2115,LaMoure County,ND
112,867,1030,Logan County,ND
474,1991,2687,McHenry County,ND
233,1095,1423,McIntosh County,ND
696,3661,4594,McKenzie County,ND
1070,3827,5206,McLean County,ND
616,3715,4564,Mercer County,ND
3077,11319,15547,Morton County,ND
1211,2551,4009,Mountrail County,ND
536,1025,1694,Nelson County,ND
119,827,1002,Oliver County,ND
681,2204,3093,Pembina County,ND
431,1433,2020,Pierce County,ND
1505,3216,5218,Ramsey County,ND
836,1209,2317,Ransom County,ND
200,978,1255,Renville County,ND
2064,4759,7460,Richland County,ND
2097,1210,3662,Rolette County,ND
693,1088,1978,Sargent County,ND
94,644,774,Sheridan County,ND
758,256,1177,Sioux County,ND
42,361,427,Slope County,ND
1745,9718,12115,Stark County,ND
361,537,984,Steele County,ND
2484,6706,9938,Stutsman County,ND
305,733,1137,Towner County,ND
1239,2263,3864,Traill County,ND
1166,2991,4543,Walsh County,ND
5792,18601,26861,Ward County,ND
419,1793,2352,Wells County,ND
1722,10033,12529,Williams County,ND
3272,9205,13172,Adams County,NE
381,2717,3220,Antelope County,NE
16,237,263,Arthur County,NE
18,355,390,Banner County,NE
30,273,313,Blaine County,NE
414,2299,2867,Boone County,NE
953,3550,4761,Box Butte County,NE
128,978,1142,Boyd County,NE
153,1380,1579,Brown County,NE
4690,14424,20477,Buffalo County,NE
928,2360,3523,Burt County,NE
690,3068,3914,Butler County,NE
3461,8388,12609,Cass County,NE
572,3533,4360,Cedar County,NE
171,1621,1851,Chase County,NE
317,2623,3082,Cherry County,NE
702,3610,4569,Cheyenne County,NE
470,2373,2973,Clay County,NE
857,2171,3172,Colfax County,NE
712,3095,3988,Cuming County,NE
635,4616,5489,Custer County,NE
2904,4028,7259,Dakota County,NE
785,2559,3578,Dawes County,NE
2116,5935,8486,Dawson County,NE
120,809,977,Deuel County,NE
556,2041,2744,Dixon County,NE
4451,9736,14959,Dodge County,NE
105207,102151,219531,Douglas County,NE
89,823,949,Dundy County,NE
610,2100,2879,Fillmore County,NE
250,1345,1656,Franklin County,NE
161,1106,1310,Frontier County,NE
304,1915,2315,Furnas County,NE
2930,6333,9854,Gage County,NE
153,869,1063,Garden County,NE
121,819,968,Garfield County,NE
165,792,1000,Gosper County,NE
20,367,394,Grant County,NE
210,911,1165,Greeley County,NE
6142,14139,21331,Hall County,NE
873,3763,4902,Hamilton County,NE
219,1302,1582,Harlan County,NE
30,471,510,Hayes County,NE
158,1216,1440,Hitchcock County,NE
522,4275,4979,Holt County,NE
40,355,414,Hooker County,NE
544,2284,2958,Howard County,NE
831,2387,3430,Jefferson County,NE
560,1348,2051,Johnson County,NE
550,2519,3242,Kearney County,NE
560,3203,3945,Keith County,NE
39,458,514,Keya Paha County,NE
227,1317,1636,Kimball County,NE
715,3181,4061,Knox County,NE
60533,60456,129803,Lancaster County,NE
2878,11992,15674,Lincoln County,NE
32,400,451,Logan County,NE
48,323,382,Loup County,NE
2663,10518,13956,Madison County,NE
14,257,286,McPherson County,NE
601,2914,3707,Merrick County,NE
282,1788,2166,Morrill County,NE
280,1257,1599,Nance County,NE
765,2068,3035,Nemaha County,NE
348,1709,2153,Nuckolls County,NE
2017,4833,7279,Otoe County,NE
279,970,1314,Pawnee County,NE
160,1202,1418,Perkins County,NE
571,3832,4609,Phelps County,NE
382,3052,3580,Pierce County,NE
2612,10864,14047,Platte County,NE
411,2019,2538,Polk County,NE
638,4212,5061,Red Willow County,NE
798,2684,3666,Richardson County,NE
70,687,793,Rock County,NE
1630,2849,4795,Saline County,NE
27704,44649,77781,Sarpy County,NE
2509,7486,10598,Saunders County,NE
3151,9952,13895,Scotts Bluff County,NE
1881,5451,7754,Seward County,NE
286,2192,2565,Sheridan County,NE
338,1143,1553,Sherman County,NE
77,602,709,Sioux County,NE
417,2173,2748,Stanton County,NE
490,1993,2613,Thayer County,NE
30,344,387,Thomas County,NE
911,1013,2029,Thurston County,NE
337,1770,2172,Valley County,NE
2606,7374,10584,Washington County,NE
828,2675,3740,Wayne County,NE
306,1320,1687,Webster County,NE
62,377,459,Wheeler County,NE
1181,4686,6256,York County,NE
13517,19315,34462,Belknap County,NH
12987,14635,29063,Carroll County,NH
22064,16876,41080,Cheshire County,NH
6558,7951,15255,Coos County,NH
28510,19010,50065,Grafton County,NH
99589,100013,210622,Hillsborough County,NH
40198,37674,81982,Merrimack County,NH
79994,90447,179005,Rockingham County,NH
34894,29072,67918,Strafford County,NH
10210,10796,22101,Sullivan County,NH
54472,47882,105738,Atlantic County,NJ
209251,163220,383965,Bergen County,NJ
108361,79539,194988,Burlington County,NJ
142375,71020,220437,Camden County,NJ
18626,28237,48375,Cape May County,NJ
27045,24213,53018,Cumberland County,NJ
231031,62059,299808,Essex County,NJ
66355,66949,138388,Gloucester County,NJ
149980,45615,201425,Hudson County,NJ
28797,38565,70582,Hunterdon County,NJ
93721,42604,141332,Mercer County,NJ
164887,108981,282668,Middlesex County,NJ
135825,165305,311474,Monmouth County,NJ
114437,125376,248848,Morris County,NJ
81845,170103,259592,Ocean County,NJ
112608,71488,189099,Passaic County,NJ
11766,16256,29220,Salem County,NJ
83839,64640,154249,Somerset County,NJ
24132,46486,73860,Sussex County,NJ
145412,67582,219385,Union County,NJ
16991,29393,48442,Warren County,NJ
141960,93874,269861,Bernalillo County,NM
426,1453,2024,Catron County,NM
5530,12869,20159,Chaves County,NM
3721,3179,7975,Cibola County,NM
2118,2569,5271,Colfax County,NM
2776,7560,11292,Curry County,NM
192,617,903,De Baca County,NM
37543,25095,69324,Dona Ana County,NM
5008,13124,19523,Eddy County,NM
6226,5251,12633,Grant County,NM
962,591,1809,Guadalupe County,NM
156,311,527,Harding County,NM
780,906,1836,Hidalgo County,NM
3877,12306,17369,Lea County,NM
2329,5889,8856,Lincoln County,NM
5443,3329,10430,Los Alamos County,NM
3195,3478,7245,Luna County,NM
13162,4893,20791,McKinley County,NM
1533,662,2429,Mora County,NM
6033,11756,19636,Otero County,NM
1016,2208,3550,Quay County,NM
9534,3583,14767,Rio Arriba County,NM
1445,3865,5855,Roosevelt County,NM
27405,25748,60597,Sandoval County,NM
12826,27879,45476,San Juan County,NM
7249,2302,10662,San Miguel County,NM
49956,14198,70082,Santa Fe County,NM
1600,2998,5129,Sierra County,NM
3275,2592,6756,Socorro County,NM
10550,2706,15072,Taos County,NM
1770,3695,6250,Torrance County,NM
318,1214,1688,Union County,NM
10810,13175,27350,Valencia County,NM
9610,13125,25016,Carson City,NV
2210,7828,10936,Churchill County,NV
401068,319571,765421,Clark County,NV
8453,17406,27871,Douglas County,NV
3400,13542,18545,Elko County,NV
65,329,423,Esmeralda County,NV
74,723,854,Eureka County,NV
1386,4521,6433,Humboldt County,NV
403,1828,2413,Lander County,NV
285,1671,2132,Lincoln County,NV
6146,16005,23762,Lyon County,NV
637,1179,1997,Mineral County,NV
5095,13320,19592,Nye County,NV
430,1403,1982,Pershing County,NV
752,1616,2558,Storey County,NV
97032,94529,209282,Washoe County,NV
707,2723,3773,White Pine County,NV
74775,44227,125644,Albany County,NY
4473,11712,17111,Allegany County,NY
318403,34424,358857,Bronx County,NY
35212,38077,77657,Broome County,NY
8717,18668,28961,Cattaraugus County,NY
12202,16194,30124,Cayuga County,NY
17281,29418,49381,Chautauqua County,NY
12394,19025,33195,Chemung County,NY
5943,11024,18113,Chenango County,NY
13446,13181,28378,Clinton County,NY
13123,12756,27255,Columbia County,NY
7976,9207,18424,Cortland County,NY
5825,11012,17778,Delaware County,NY
56874,58163,120199,Dutchess County,NY
192065,173817,383248,Erie County,NY
6760,7275,15079,Essex County,NY
6517,7636,15148,Franklin County,NY
5805,12759,19563,Fulton County,NY
6946,15986,24463,Genesee County,NY
6370,11546,18869,Greene County,NY
752,1795,2688,Hamilton County,NY
7289,15664,24261,Herkimer County,NY
12289,19947,34263,Jefferson County,NY
595086,133653,746295,Kings County,NY
2828,6916,10312,Lewis County,NY
10478,19211,31363,Livingston County,NY
10548,14901,27392,Madison County,NY
174063,128871,320164,Monroe County,NY
5961,10579,17438,Montgomery County,NY
307326,275479,599649,Nassau County,NY
515481,58935,591368,New York County,NY
32888,49223,86000,Niagara County,NY
30749,48490,83876,Oneida County,NY
102915,78277,191962,Onondaga County,NY
20233,24343,47664,Ontario County,NY
63037,72129,140753,Orange County,NY
4327,11582,16722,Orleans County,NY
15614,25870,44122,Oswego County,NY
9285,12284,23024,Otsego County,NY
17363,25241,44186,Putnam County,NY
473389,138550,627021,Queens County,NY
30039,31933,65991,Rensselaer County,NY
67561,95612,167209,Richmond County,NY
63454,57148,123943,Rockland County,NY
46546,51088,104089,Saratoga County,NY
30870,27268,61629,Schenectady County,NY
3777,8173,12673,Schoharie County,NY
2761,5179,8423,Schuyler County,NY
5175,6719,12727,Seneca County,NY
14659,18450,35154,St. Lawrence County,NY
11215,25091,38373,Steuben County,NY
276953,328403,625720,Suffolk County,NY
10983,14626,26509,Sullivan County,NY
6852,12528,20556,Tioga County,NY
25555,9647,37747,Tompkins County,NY
40010,32962,77134,Ulster County,NY
11366,14284,27568,Warren County,NY
8238,12770,22401,Washington County,NY
12378,21935,36598,Wayne County,NY
245670,121643,378506,Westchester County,NY
3585,11884,16280,Wyoming County,NY
3219,5180,8975,Yates County,NY
2293,8445,11063,Adams County,OH
12815,29858,44636,Allen County,OH
5659,17169,24074,Ashland County,OH
15191,22755,39809,Ashtabula County,OH
15552,10816,27941,Athens County,OH
3825,18130,22860,Auglaize County,OH
8652,20729,30537,Belmont County,OH
4270,14257,19139,Brown County,OH
56700,104441,168422,Butler County,OH
3124,9067,12807,Carroll County,OH
4488,12314,17597,Champaign County,OH
22666,34311,59620,Clark County,OH
26096,65960,96455,Clermont County,OH
3943,13466,18100,Clinton County,OH
12273,31086,45261,Columbiana County,OH
3908,10381,14961,Coshocton County,OH
4518,13265,18702,Crawford County,OH
383974,179894,583230,Cuyahoga County,OH
4395,19698,25000,Darke County,OH
5282,11478,17795,Defiance County,OH
39584,55660,100101,Delaware County,OH
15692,19301,36730,Erie County,OH
24150,43163,70542,Fairfield County,OH
2672,7763,10817,Fayette County,OH
335961,192328,554711,Franklin County,OH
5981,13419,20693,Fulton County,OH
2564,9567,12588,Gallia County,OH
17165,29577,48736,Geauga County,OH
28023,47506,79633,Greene County,OH
4286,11164,16156,Guernsey County,OH
207587,169972,395000,Hamilton County,OH
9419,23777,35216,Hancock County,OH
2870,8541,12014,Hardin County,OH
1663,5021,6956,Harrison County,OH
3690,9136,13671,Henry County,OH
3436,13005,17048,Highland County,OH
3713,8282,12513,Hocking County,OH
1766,8578,10823,Holmes County,OH
7080,15930,24332,Huron County,OH
3142,9618,13239,Jackson County,OH
9483,20668,31346,Jefferson County,OH
7959,18563,27768,Knox County,OH
45056,62627,112790,Lake County,OH
6849,18240,25949,Lawrence County,OH
26360,49346,79399,Licking County,OH
4537,15586,21007,Logan County,OH
64958,65346,136654,Lorain County,OH
107363,74102,191684,Lucas County,OH
4662,11319,16754,Madison County,OH
56188,52808,112827,Mahoning County,OH
7748,16563,25648,Marion County,OH
31582,53811,89360,Medina County,OH
2157,6869,9410,Meigs County,OH
3335,17200,21315,Mercer County,OH
12832,36311,51467,Miami County,OH
1647,4781,6686,Monroe County,OH
117661,120766,249560,Montgomery County,OH
1711,4315,6290,Morgan County,OH
3711,11722,16186,Morrow County,OH
10926,23588,36217,Muskingum County,OH
1201,4441,5875,Noble County,OH
8136,12389,21742,Ottawa County,OH
2068,6359,8842,Paulding County,OH
4072,9978,14647,Perry County,OH
6325,16482,23814,Pickaway County,OH
3443,7669,11513,Pike County,OH
31463,38978,73968,Portage County,OH
4323,15376,20475,Preble County,OH
2874,14704,18387,Putnam County,OH
15629,35805,53739,Richland County,OH
9905,17833,28955,Ross County,OH
9733,16045,27491,Sandusky County,OH
8841,19742,29618,Scioto County,OH
7237,14559,23481,Seneca County,OH
4143,18148,23110,Shelby County,OH
66581,96345,170868,Stark County,OH
129922,109531,249937,Summit County,OH
42130,48152,94073,Trumbull County,OH
11895,26105,40088,Tuscarawas County,OH
7530,17601,26533,Union County,OH
2667,10328,13584,Van Wert County,OH
1332,3799,5393,Vinton County,OH
33036,75947,114254,Warren County,OH
7841,19901,28992,Washington County,OH
14670,31622,48550,Wayne County,OH
4287,11706,16938,Williams County,OH
26440,31734,62287,Wood County,OH
2484,7346,10396,Wyandot County,OH
1374,4753,6468,Adair County,OK
216,1931,2256,Alfalfa County,OK
795,4068,5002,Atoka County,OK
176,1987,2237,Beaver County,OK
958,6287,7529,Beckham County,OK
711,2884,3793,Blaine County,OK
2793,10449,13775,Bryan County,OK
2418,6473,9336,Caddo County,OK
11666,39969,55250,Canadian County,OK
4002,13751,18533,Carter County,OK
5455,9992,16487,Cherokee County,OK
1064,4202,5419,Choctaw County,OK
70,962,1077,Cimarron County,OK
38790,62469,109326,Cleveland County,OK
411,1892,2393,Coal County,OK
11439,19153,32504,Comanche County,OK
424,2054,2602,Cotton County,OK
1249,4279,5778,Craig County,OK
5834,21539,28786,Creek County,OK
2102,7818,10531,Custer County,OK
3306,11796,15680,Delaware County,OK
222,1964,2246,Dewey County,OK
155,1610,1826,Ellis County,OK
4391,15998,21692,Garfield County,OK
1852,8243,10531,Garvin County,OK
3878,17293,22257,Grady County,OK
287,1827,2200,Grant County,OK
323,1482,1896,Greer County,OK
224,714,975,Harmon County,OK
131,1307,1485,Harper County,OK
882,3697,4734,Haskell County,OK
961,3387,4525,Hughes County,OK
1473,5969,7806,Jackson County,OK
365,1905,2345,Jefferson County,OK
782,3081,4001,Johnston County,OK
3734,12168,16795,Kay County,OK
783,5151,6123,Kingfisher County,OK
766,2593,3489,Kiowa County,OK
797,3094,4050,Latimer County,OK
3245,13346,17199,Le Flore County,OK
2423,10838,14001,Lincoln County,OK
4239,13613,18948,Logan County,OK
735,2920,3787,Love County,OK
310,2940,3399,Major County,OK
1095,4202,5487,Marshall County,OK
3423,11550,15712,Mayes County,OK
2893,13151,16839,McClain County,OK
1799,8642,10709,McCurtain County,OK
2122,5501,7958,McIntosh County,OK
1086,4173,5525,Murray County,OK
7969,15029,24193,Muskogee County,OK
901,3707,4870,Noble County,OK
742,3321,4237,Nowata County,OK
943,2791,3933,Okfuskee County,OK
112661,141429,273609,Oklahoma County,OK
4379,8926,13924,Okmulgee County,OK
5593,12559,18942,Osage County,OK
2584,7627,10686,Ottawa County,OK
1341,4716,6346,Pawnee County,OK
8785,16644,27749,Payne County,OK
3704,12740,17250,Pittsburg County,OK
3633,10420,14814,Pontotoc County,OK
6005,17826,25417,Pottawatomie County,OK
748,3581,4483,Pushmataha County,OK
151,1546,1758,Roger Mills County,OK
7895,30893,40834,Rogers County,OK
2067,5612,8032,Seminole County,OK
3061,10888,14437,Sequoyah County,OK
3084,14166,17886,Stephens County,OK
855,4615,5771,Texas County,OK
657,1944,2706,Tillman County,OK
87663,143985,246557,Tulsa County,OK
6711,22967,31246,Wagoner County,OK
5047,15810,22208,Washington County,OK
588,3851,4628,Washita County,OK
521,2945,3665,Woods County,OK
871,6329,7573,Woodward County,OK
1781,6160,8479,Baker County,OR
28431,13030,45577,Benton County,OR
90187,79062,182136,Clackamas County,OR
8899,7794,18158,Clatsop County,OR
9959,12967,25077,Columbia County,OR
10355,17699,30181,Coos County,OR
2591,8388,11638,Crook County,OR
4253,7157,12163,Curry County,OR
40222,43667,90584,Deschutes County,OR
13891,34112,51350,Douglas County,OR
221,632,937,Gilliam County,OR
732,3187,4171,Grant County,OR
682,2904,3850,Harney County,OR
6359,3223,10383,Hood River County,OR
43550,53083,103789,Jackson County,OR
2892,5337,8874,Jefferson County,OR
13223,26582,42613,Josephine County,OR
7080,20170,29240,Klamath County,OR
628,3001,3814,Lake County,OR
100497,66218,181072,Lane County,OR
12300,9901,24035,Lincoln County,OR
17456,32683,54724,Linn County,OR
2213,7141,9950,Malheur County,OR
48803,54336,110804,Marion County,OR
1004,2698,3989,Morrow County,OR
271754,63055,357762,Multnomah County,OR
15741,18333,37030,Polk County,OR
202,726,983,Sherman County,OR
5701,6486,13261,Tillamook County,OR
7466,16775,26116,Umatilla County,OR
3221,8378,12465,Union County,OR
1097,2825,4177,Wallowa County,OR
4634,5721,11251,Wasco County,OR
137818,75903,232034,Washington County,OR
153,583,792,Wheeler County,OR
18635,22589,45116,Yamhill County,OR
14077,31249,47138,Adams County,PA
363017,257488,643173,Allegheny County,PA
6849,22676,30446,Armstrong County,PA
30225,46081,79036,Beaver County,PA
3613,19455,23504,Bedford County,PA
75169,93094,175934,Berks County,PA
13093,37224,52029,Blair County,PA
6263,17957,25399,Bradford County,PA
165861,163873,342572,Bucks County,PA
26834,61388,92027,Butler County,PA
17798,40510,60167,Cambria County,PA
469,1495,2024,Cameron County,PA
8917,18714,28721,Carbon County,PA
36555,35099,75394,Centre County,PA
140188,115582,266637,Chester County,PA
4256,12545,17481,Clarion County,PA
7700,23909,32692,Clearfield County,PA
4533,9701,14839,Clinton County,PA
8502,17387,27127,Columbia County,PA
10215,23912,35563,Crawford County,PA
44282,65649,115068,Cumberland County,PA
64287,60620,130160,Dauphin County,PA
169169,106559,284832,Delaware County,PA
3637,9704,13854,Elk County,PA
54820,57168,117240,Erie County,PA
17826,34388,53426,Fayette County,PA
626,1680,2398,Forest County,PA
17322,49554,69345,Franklin County,PA
904,5676,6743,Fulton County,PA
4157,10394,14955,Greene County,PA
4487,14369,19496,Huntingdon County,PA
11468,24920,37728,Indiana County,PA
3437,14533,18551,Jefferson County,PA
1810,8234,10402,Juniata County,PA
51593,48102,102740,Lackawanna County,PA
90066,137145,239151,Lancaster County,PA
13933,25323,40555,Lawrence County,PA
17860,38804,58906,Lebanon County,PA
77087,70285,153031,Lehigh County,PA
51454,77508,132731,Luzerne County,PA
12926,35475,50294,Lycoming County,PA
3802,11159,15572,McKean County,PA
17631,30034,49594,Mercer County,PA
3563,14050,18239,Mifflin County,PA
31930,31706,65944,Monroe County,PA
251063,160803,427489,Montgomery County,PA
2851,5274,8535,Montour County,PA
65936,71384,142775,Northampton County,PA
9184,24418,34971,Northumberland County,PA
4630,15613,21153,Perry County,PA
560542,105418,680227,Philadelphia County,PA
9247,16035,26066,Pike County,PA
1300,6247,7777,Potter County,PA
16724,43937,62750,Schuylkill County,PA
3991,11710,16333,Snyder County,PA
7367,27347,35730,Somerset County,PA
756,2318,3168,Sullivan County,PA
5065,13295,19200,Susquehanna County,PA
3642,12928,17334,Tioga County,PA
6138,10605,17400,Union County,PA
5889,15254,22096,Venango County,PA
4828,12032,17624,Warren County,PA
34436,58941,96945,Washington County,PA
6398,15269,22365,Wayne County,PA
59506,116427,181740,Westmoreland County,PA
3573,8375,12418,Wyoming County,PA
67428,126933,203153,York County,PA
14532,8910,24691,Bristol County,RI
37582,38141,79691,Kent County,RI
22680,14975,39761,Newport County,RI
141597,90321,241818,Providence County,RI
33511,27074,64160,Washington County,RI
3712,6742,10724,Abbeville County,SC
25426,45981,74773,Aiken County,SC
2722,788,3578,Allendale County,SC
21040,56109,80296,Anderson County,SC
3886,2197,6195,Bamberg County,SC
4395,4888,9479,Barnwell County,SC
29577,39986,72770,Beaufort County,SC
30492,44223,78919,Berkeley County,SC
3569,3785,7553,Calhoun County,SC
89048,75233,175850,Charleston County,SC
6089,15165,21754,Cherokee County,SC
6582,7272,14202,Chester County,SC
7125,9576,17128,Chesterfield County,SC
7635,7246,15156,Clarendon County,SC
7616,9083,17231,Colleton County,SC
13866,14973,29636,Darlington County,SC
5832,5637,11696,Dillon County,SC
24010,34932,62463,Dorchester County,SC
4491,6842,11644,Edgefield County,SC
6936,4024,11252,Fairfield County,SC
26630,29498,57770,Florence County,SC
13234,17334,31519,Georgetown County,SC
73338,125595,211572,Greenville County,SC
10633,16881,28600,Greenwood County,SC
5163,3483,8794,Hampton County,SC
36731,83819,124503,Horry County,SC
7789,6100,14216,Jasper County,SC
10293,17464,28875,Kershaw County,SC
13718,23598,38717,Lancaster County,SC
8845,16770,26474,Laurens County,SC
5170,2789,8110,Lee County,SC
35143,79866,121829,Lexington County,SC
8522,5434,14217,Marion County,SC
5928,4257,10353,Marlboro County,SC
2479,2651,5215,McCormick County,SC
6212,10011,16795,Newberry County,SC
7979,24096,33530,Oconee County,SC
26258,11909,38824,Orangeburg County,SC
10327,36096,48871,Pickens County,SC
108401,52753,169400,Richland County,SC
2809,5525,8559,Saluda County,SC
39888,76101,120793,Spartanburg County,SC
24024,18733,44048,Sumter County,SC
4727,7058,12087,Union County,SC
9949,4863,15049,Williamsburg County,SC
41230,66245,113425,York County,SC
340,974,1407,Aurora County,SD
1912,4455,6772,Beadle County,SD
412,666,1149,Bennett County,SD
704,2105,2974,Bon Homme County,SD
4879,6748,12680,Brookings County,SD
